,Date,Time,No. of Transactions
1605,2019-02-16,17:30:00,1
1606,2019-02-16,17:45:00,1
1607,2019-02-16,18:15:00,1
1608,2019-02-16,18:30:00,3
1609,2019-02-16,18:45:00,1
1610,2019-02-16,19:00:00,2
1611,2019-02-16,19:15:00,2
1612,2019-02-16,19:30:00,2
1613,2019-02-16,19:45:00,8
1614,2019-02-16,20:00:00,1
1615,2019-02-16,20:45:00,2
1616,2019-02-19,06:30:00,1
1617,2019-02-19,07:00:00,10
1618,2019-02-19,07:15:00,12
1619,2019-02-19,07:30:00,9
1620,2019-02-19,07:45:00,14
1621,2019-02-19,08:00:00,37
1622,2019-02-19,08:15:00,28
1623,2019-02-19,08:30:00,18
1624,2019-02-19,08:45:00,18
1625,2019-02-19,09:00:00,36
1626,2019-02-19,09:15:00,49
1627,2019-02-19,09:30:00,49
1628,2019-02-19,09:45:00,50
1629,2019-02-19,10:00:00,59
1630,2019-02-19,10:15:00,78
1631,2019-02-19,10:30:00,68
1632,2019-02-19,10:45:00,52
1633,2019-02-19,11:00:00,54
1634,2019-02-19,11:15:00,64
1635,2019-02-19,11:30:00,95
1636,2019-02-19,11:45:00,57
1637,2019-02-19,12:00:00,67
1638,2019-02-19,12:15:00,71
1639,2019-02-19,12:30:00,100
1640,2019-02-19,12:45:00,94
1641,2019-02-19,13:00:00,73
1642,2019-02-19,13:15:00,82
1643,2019-02-19,13:30:00,74
1644,2019-02-19,13:45:00,52
1645,2019-02-19,14:00:00,78
1646,2019-02-19,14:15:00,55
1647,2019-02-19,14:30:00,79
1648,2019-02-19,14:45:00,43
1649,2019-02-19,15:00:00,53
1650,2019-02-19,15:15:00,57
1651,2019-02-19,15:30:00,51
1652,2019-02-19,15:45:00,43
1653,2019-02-19,16:00:00,43
1654,2019-02-19,16:15:00,53
1655,2019-02-19,16:30:00,53
1656,2019-02-19,16:45:00,40
1657,2019-02-19,17:00:00,34
1658,2019-02-19,17:15:00,37
1659,2019-02-19,17:30:00,35
1660,2019-02-19,17:45:00,21
1661,2019-02-19,18:00:00,25
1662,2019-02-19,18:15:00,17
1663,2019-02-19,18:30:00,15
1664,2019-02-19,18:45:00,11
1665,2019-02-19,19:00:00,12
1666,2019-02-19,19:15:00,12
1667,2019-02-19,19:30:00,13
1668,2019-02-19,19:45:00,13
1669,2019-02-19,20:00:00,7
1670,2019-02-19,20:15:00,7
1671,2019-02-19,20:30:00,3
1672,2019-02-19,20:45:00,3
1673,2019-02-19,21:00:00,1
1674,2019-02-20,06:30:00,1
1675,2019-02-20,07:00:00,3
1676,2019-02-20,07:15:00,7
1677,2019-02-20,07:30:00,13
1678,2019-02-20,07:45:00,30
1679,2019-02-20,08:00:00,35
1680,2019-02-20,08:15:00,21
1681,2019-02-20,08:30:00,21
1682,2019-02-20,08:45:00,20
1683,2019-02-20,09:00:00,51
1684,2019-02-20,09:15:00,59
1685,2019-02-20,09:30:00,69
1686,2019-02-20,09:45:00,39
1687,2019-02-20,10:00:00,44
1688,2019-02-20,10:15:00,58
1689,2019-02-20,10:30:00,74
1690,2019-02-20,10:45:00,47
1691,2019-02-20,11:00:00,80
1692,2019-02-20,11:15:00,91
1693,2019-02-20,11:30:00,89
1694,2019-02-20,11:45:00,71
1695,2019-02-20,12:00:00,74
1696,2019-02-20,12:15:00,80
1697,2019-02-20,12:30:00,108
1698,2019-02-20,12:45:00,69
1699,2019-02-20,13:00:00,59
1700,2019-02-20,13:15:00,93
1701,2019-02-20,13:30:00,84
1702,2019-02-20,13:45:00,52
1703,2019-02-20,14:00:00,53
1704,2019-02-20,14:15:00,73
1705,2019-02-20,14:30:00,75
1706,2019-02-20,14:45:00,59
1707,2019-02-20,15:00:00,56
1708,2019-02-20,15:15:00,69
1709,2019-02-20,15:30:00,46
1710,2019-02-20,15:45:00,34
1711,2019-02-20,16:00:00,43
1712,2019-02-20,16:15:00,52
1713,2019-02-20,16:30:00,49
1714,2019-02-20,16:45:00,40
1715,2019-02-20,17:00:00,38
1716,2019-02-20,17:15:00,38
1717,2019-02-20,17:30:00,36
1718,2019-02-20,17:45:00,19
1719,2019-02-20,18:00:00,22
1720,2019-02-20,18:15:00,19
1721,2019-02-20,18:30:00,21
1722,2019-02-20,18:45:00,17
1723,2019-02-20,19:00:00,12
1724,2019-02-20,19:15:00,10
1725,2019-02-20,19:30:00,4
1726,2019-02-20,19:45:00,8
1727,2019-02-20,20:00:00,6
1728,2019-02-20,20:15:00,3
1729,2019-02-20,20:45:00,3
1730,2019-02-21,06:30:00,1
1731,2019-02-21,07:00:00,8
1732,2019-02-21,07:15:00,5
1733,2019-02-21,07:30:00,12
1734,2019-02-21,07:45:00,19
1735,2019-02-21,08:00:00,30
1736,2019-02-21,08:15:00,24
1737,2019-02-21,08:30:00,22
1738,2019-02-21,08:45:00,29
1739,2019-02-21,09:00:00,35
1740,2019-02-21,09:15:00,75
1741,2019-02-21,09:30:00,52
1742,2019-02-21,09:45:00,58
1743,2019-02-21,10:00:00,68
1744,2019-02-21,10:15:00,104
1745,2019-02-21,10:30:00,60
1746,2019-02-21,10:45:00,45
1747,2019-02-21,11:00:00,49
1748,2019-02-21,11:15:00,75
1749,2019-02-21,11:30:00,83
1750,2019-02-21,11:45:00,61
1751,2019-02-21,12:00:00,77
1752,2019-02-21,12:15:00,73
1753,2019-02-21,12:30:00,93
1754,2019-02-21,12:45:00,73
1755,2019-02-21,13:00:00,73
1756,2019-02-21,13:15:00,86
1757,2019-02-21,13:30:00,71
1758,2019-02-21,13:45:00,63
1759,2019-02-21,14:00:00,54
1760,2019-02-21,14:15:00,67
1761,2019-02-21,14:30:00,67
1762,2019-02-21,14:45:00,59
1763,2019-02-21,15:00:00,48
1764,2019-02-21,15:15:00,80
1765,2019-02-21,15:30:00,62
1766,2019-02-21,15:45:00,40
1767,2019-02-21,16:00:00,39
1768,2019-02-21,16:15:00,43
1769,2019-02-21,16:30:00,40
1770,2019-02-21,16:45:00,26
1771,2019-02-21,17:00:00,35
1772,2019-02-21,17:15:00,31
1773,2019-02-21,17:30:00,17
1774,2019-02-21,17:45:00,29
1775,2019-02-21,18:00:00,14
1776,2019-02-21,18:15:00,16
1777,2019-02-21,18:30:00,11
1778,2019-02-21,18:45:00,10
1779,2019-02-21,19:00:00,9
1780,2019-02-21,19:15:00,12
1781,2019-02-21,19:30:00,6
1782,2019-02-21,19:45:00,7
1783,2019-02-21,20:00:00,2
1784,2019-02-21,20:15:00,5
1785,2019-02-21,20:30:00,1
1786,2019-02-21,20:45:00,2
1787,2019-02-22,07:00:00,8
1788,2019-02-22,07:15:00,14
1789,2019-02-22,07:30:00,12
1790,2019-02-22,07:45:00,23
1791,2019-02-22,08:00:00,34
1792,2019-02-22,08:15:00,16
1793,2019-02-22,08:30:00,23
1794,2019-02-22,08:45:00,41
1795,2019-02-22,09:00:00,31
1796,2019-02-22,09:15:00,56
1797,2019-02-22,09:30:00,53
1798,2019-02-22,09:45:00,36
1799,2019-02-22,10:00:00,50
1800,2019-02-22,10:15:00,73
1801,2019-02-22,10:30:00,66
1802,2019-02-22,10:45:00,41
1803,2019-02-22,11:00:00,49
1804,2019-02-22,11:15:00,77
1805,2019-02-22,11:30:00,68
1806,2019-02-22,11:45:00,50
1807,2019-02-22,12:00:00,60
1808,2019-02-22,12:15:00,62
1809,2019-02-22,12:30:00,69
1810,2019-02-22,12:45:00,60
1811,2019-02-22,13:00:00,51
1812,2019-02-22,13:15:00,65
1813,2019-02-22,13:30:00,71
1814,2019-02-22,13:45:00,51
1815,2019-02-22,14:00:00,45
1816,2019-02-22,14:15:00,49
1817,2019-02-22,14:30:00,49
1818,2019-02-22,14:45:00,33
1819,2019-02-22,15:00:00,27
1820,2019-02-22,15:15:00,50
1821,2019-02-22,15:30:00,44
1822,2019-02-22,15:45:00,29
1823,2019-02-22,16:00:00,27
1824,2019-02-22,16:15:00,34
1825,2019-02-22,16:30:00,26
1826,2019-02-22,16:45:00,19
1827,2019-02-22,17:00:00,21
1828,2019-02-22,17:15:00,17
1829,2019-02-22,17:30:00,13
1830,2019-02-22,17:45:00,8
1831,2019-02-22,18:00:00,8
1832,2019-02-22,18:15:00,8
1833,2019-02-22,18:30:00,13
1834,2019-02-22,18:45:00,7
1835,2019-02-22,19:00:00,8
1836,2019-02-22,19:15:00,3
1837,2019-02-22,19:30:00,4
1838,2019-02-22,19:45:00,2
1839,2019-02-22,20:00:00,3
1840,2019-02-22,20:15:00,2
1841,2019-02-22,20:30:00,3
1842,2019-02-22,20:45:00,1
1843,2019-02-23,08:00:00,2
1844,2019-02-23,08:15:00,1
1845,2019-02-23,08:30:00,4
1846,2019-02-23,08:45:00,3
1847,2019-02-23,09:00:00,3
1848,2019-02-23,09:15:00,7
1849,2019-02-23,09:30:00,1
1850,2019-02-23,09:45:00,2
1851,2019-02-23,10:00:00,6
1852,2019-02-23,10:15:00,9
1853,2019-02-23,10:30:00,11
1854,2019-02-23,10:45:00,4
1855,2019-02-23,11:00:00,11
1856,2019-02-23,11:15:00,3
1857,2019-02-23,11:30:00,5
1858,2019-02-23,11:45:00,7
1859,2019-02-23,12:00:00,12
1860,2019-02-23,12:15:00,14
1861,2019-02-23,12:30:00,11
1862,2019-02-23,12:45:00,19
1863,2019-02-23,13:00:00,14
1864,2019-02-23,13:15:00,11
1865,2019-02-23,13:30:00,6
1866,2019-02-23,13:45:00,7
1867,2019-02-23,14:00:00,10
1868,2019-02-23,14:15:00,5
1869,2019-02-23,14:30:00,15
1870,2019-02-23,14:45:00,12
1871,2019-02-23,15:00:00,4
1872,2019-02-23,15:15:00,11
1873,2019-02-23,15:30:00,6
1874,2019-02-23,15:45:00,4
1875,2019-02-23,16:00:00,4
1876,2019-02-23,16:15:00,2
1877,2019-02-23,16:30:00,7
1878,2019-02-23,16:45:00,6
1879,2019-02-23,17:00:00,9
1880,2019-02-23,17:15:00,4
1881,2019-02-23,17:30:00,2
1882,2019-02-23,17:45:00,2
1883,2019-02-23,18:00:00,4
1884,2019-02-23,18:15:00,1
1885,2019-02-23,18:30:00,3
1886,2019-02-23,18:45:00,2
1887,2019-02-23,19:00:00,3
1888,2019-02-23,19:15:00,2
1889,2019-02-23,19:30:00,5
1890,2019-02-23,20:00:00,5
1891,2019-02-23,20:15:00,2
1892,2019-02-23,20:30:00,3
1893,2019-02-23,20:45:00,2
1894,2019-02-25,06:30:00,2
1895,2019-02-25,06:45:00,2
1896,2019-02-25,07:00:00,11
1897,2019-02-25,07:15:00,13
1898,2019-02-25,07:30:00,15
1899,2019-02-25,07:45:00,17
1900,2019-02-25,08:00:00,28
1901,2019-02-25,08:15:00,22
1902,2019-02-25,08:30:00,21
1903,2019-02-25,08:45:00,18
1904,2019-02-25,09:00:00,40
1905,2019-02-25,09:15:00,55
1906,2019-02-25,09:30:00,55
1907,2019-02-25,09:45:00,34
1908,2019-02-25,10:00:00,45
1909,2019-02-25,10:15:00,71
1910,2019-02-25,10:30:00,73
1911,2019-02-25,10:45:00,45
1912,2019-02-25,11:00:00,64
1913,2019-02-25,11:15:00,64
1914,2019-02-25,11:30:00,70
1915,2019-02-25,11:45:00,52
1916,2019-02-25,12:00:00,63
1917,2019-02-25,12:15:00,88
1918,2019-02-25,12:30:00,101
1919,2019-02-25,12:45:00,74
1920,2019-02-25,13:00:00,67
1921,2019-02-25,13:15:00,60
1922,2019-02-25,13:30:00,96
1923,2019-02-25,13:45:00,58
1924,2019-02-25,14:00:00,71
1925,2019-02-25,14:15:00,79
1926,2019-02-25,14:30:00,57
1927,2019-02-25,14:45:00,46
1928,2019-02-25,15:00:00,42
1929,2019-02-25,15:15:00,65
1930,2019-02-25,15:30:00,63
1931,2019-02-25,15:45:00,28
1932,2019-02-25,16:00:00,36
1933,2019-02-25,16:15:00,35
1934,2019-02-25,16:30:00,46
1935,2019-02-25,16:45:00,27
1936,2019-02-25,17:00:00,22
1937,2019-02-25,17:15:00,18
1938,2019-02-25,17:30:00,24
1939,2019-02-25,17:45:00,19
1940,2019-02-25,18:00:00,17
1941,2019-02-25,18:15:00,29
1942,2019-02-25,18:30:00,9
1943,2019-02-25,18:45:00,10
1944,2019-02-25,19:00:00,12
1945,2019-02-25,19:15:00,6
1946,2019-02-25,19:30:00,16
1947,2019-02-25,19:45:00,3
1948,2019-02-25,20:00:00,5
1949,2019-02-25,20:15:00,8
1950,2019-02-25,20:30:00,3
1951,2019-02-25,20:45:00,2
1952,2019-02-26,06:30:00,2
1953,2019-02-26,07:00:00,5
1954,2019-02-26,07:15:00,11
1955,2019-02-26,07:30:00,13
1956,2019-02-26,07:45:00,22
1957,2019-02-26,08:00:00,29
1958,2019-02-26,08:15:00,28
1959,2019-02-26,08:30:00,36
1960,2019-02-26,08:45:00,23
1961,2019-02-26,09:00:00,33
1962,2019-02-26,09:15:00,67
1963,2019-02-26,09:30:00,49
1964,2019-02-26,09:45:00,46
1965,2019-02-26,10:00:00,64
1966,2019-02-26,10:15:00,77
1967,2019-02-26,10:30:00,70
1968,2019-02-26,10:45:00,50
1969,2019-02-26,11:00:00,56
1970,2019-02-26,11:15:00,73
1971,2019-02-26,11:30:00,66
1972,2019-02-26,11:45:00,62
1973,2019-02-26,12:00:00,71
1974,2019-02-26,12:15:00,68
1975,2019-02-26,12:30:00,87
1976,2019-02-26,12:45:00,100
1977,2019-02-26,13:00:00,63
1978,2019-02-26,13:15:00,85
1979,2019-02-26,13:30:00,66
1980,2019-02-26,13:45:00,68
1981,2019-02-26,14:00:00,67
1982,2019-02-26,14:15:00,67
1983,2019-02-26,14:30:00,78
1984,2019-02-26,14:45:00,66
1985,2019-02-26,15:00:00,60
1986,2019-02-26,15:15:00,82
1987,2019-02-26,15:30:00,62
1988,2019-02-26,15:45:00,37
1989,2019-02-26,16:00:00,44
1990,2019-02-26,16:15:00,48
1991,2019-02-26,16:30:00,46
1992,2019-02-26,16:45:00,40
1993,2019-02-26,17:00:00,42
1994,2019-02-26,17:15:00,35
1995,2019-02-26,17:30:00,39
1996,2019-02-26,17:45:00,30
1997,2019-02-26,18:00:00,23
1998,2019-02-26,18:15:00,17
1999,2019-02-26,18:30:00,14
2000,2019-02-26,18:45:00,11
2001,2019-02-26,19:00:00,19
2002,2019-02-26,19:15:00,12
2003,2019-02-26,19:30:00,8
2004,2019-02-26,19:45:00,13
2005,2019-02-26,20:00:00,5
2006,2019-02-26,20:15:00,5
2007,2019-02-26,20:30:00,5
2008,2019-02-26,20:45:00,1
2009,2019-02-27,07:00:00,11
2010,2019-02-27,07:15:00,6
2011,2019-02-27,07:30:00,10
2012,2019-02-27,07:45:00,24
2013,2019-02-27,08:00:00,27
2014,2019-02-27,08:15:00,28
2015,2019-02-27,08:30:00,15
2016,2019-02-27,08:45:00,28
2017,2019-02-27,09:00:00,37
2018,2019-02-27,09:15:00,64
2019,2019-02-27,09:30:00,64
2020,2019-02-27,09:45:00,40
2021,2019-02-27,10:00:00,60
2022,2019-02-27,10:15:00,64
2023,2019-02-27,10:30:00,95
2024,2019-02-27,10:45:00,45
2025,2019-02-27,11:00:00,67
2026,2019-02-27,11:15:00,105
2027,2019-02-27,11:30:00,105
2028,2019-02-27,11:45:00,56
2029,2019-02-27,12:00:00,69
2030,2019-02-27,12:15:00,101
2031,2019-02-27,12:30:00,115
2032,2019-02-27,12:45:00,80
2033,2019-02-27,13:00:00,82
2034,2019-02-27,13:15:00,77
2035,2019-02-27,13:30:00,85
2036,2019-02-27,13:45:00,59
2037,2019-02-27,14:00:00,68
2038,2019-02-27,14:15:00,61
2039,2019-02-27,14:30:00,74
2040,2019-02-27,14:45:00,61
2041,2019-02-27,15:00:00,80
2042,2019-02-27,15:15:00,55
2043,2019-02-27,15:30:00,54
2044,2019-02-27,15:45:00,45
2045,2019-02-27,16:00:00,38
2046,2019-02-27,16:15:00,52
2047,2019-02-27,16:30:00,45
2048,2019-02-27,16:45:00,40
2049,2019-02-27,17:00:00,34
2050,2019-02-27,17:15:00,35
2051,2019-02-27,17:30:00,30
2052,2019-02-27,17:45:00,21
2053,2019-02-27,18:00:00,22
2054,2019-02-27,18:15:00,20
2055,2019-02-27,18:30:00,9
2056,2019-02-27,18:45:00,15
2057,2019-02-27,19:00:00,10
2058,2019-02-27,19:15:00,7
2059,2019-02-27,19:30:00,17
2060,2019-02-27,19:45:00,7
2061,2019-02-27,20:00:00,3
2062,2019-02-27,20:15:00,2
2063,2019-02-27,20:30:00,4
2064,2019-02-27,20:45:00,4
2065,2019-02-28,07:00:00,7
2066,2019-02-28,07:15:00,12
2067,2019-02-28,07:30:00,20
2068,2019-02-28,07:45:00,18
2069,2019-02-28,08:00:00,25
2070,2019-02-28,08:15:00,35
2071,2019-02-28,08:30:00,21
2072,2019-02-28,08:45:00,29
2073,2019-02-28,09:00:00,32
2074,2019-02-28,09:15:00,60
2075,2019-02-28,09:30:00,54
2076,2019-02-28,09:45:00,71
2077,2019-02-28,10:00:00,54
2078,2019-02-28,10:15:00,81
2079,2019-02-28,10:30:00,60
2080,2019-02-28,10:45:00,51
2081,2019-02-28,11:00:00,37
2082,2019-02-28,11:15:00,59
2083,2019-02-28,11:30:00,74
2084,2019-02-28,11:45:00,79
2085,2019-02-28,12:00:00,69
2086,2019-02-28,12:15:00,77
2087,2019-02-28,12:30:00,94
2088,2019-02-28,12:45:00,69
2089,2019-02-28,13:00:00,72
2090,2019-02-28,13:15:00,69
2091,2019-02-28,13:30:00,65
2092,2019-02-28,13:45:00,67
2093,2019-02-28,14:00:00,58
2094,2019-02-28,14:15:00,70
2095,2019-02-28,14:30:00,65
2096,2019-02-28,14:45:00,38
2097,2019-02-28,15:00:00,59
2098,2019-02-28,15:15:00,75
2099,2019-02-28,15:30:00,63
2100,2019-02-28,15:45:00,34
2101,2019-02-28,16:00:00,43
2102,2019-02-28,16:15:00,60
2103,2019-02-28,16:30:00,39
2104,2019-02-28,16:45:00,34
2105,2019-02-28,17:00:00,25
2106,2019-02-28,17:15:00,43
2107,2019-02-28,17:30:00,30
2108,2019-02-28,17:45:00,18
2109,2019-02-28,18:00:00,23
2110,2019-02-28,18:15:00,19
2111,2019-02-28,18:30:00,13
2112,2019-02-28,18:45:00,12
2113,2019-02-28,19:00:00,14
2114,2019-02-28,19:15:00,8
2115,2019-02-28,19:30:00,5
2116,2019-02-28,19:45:00,4
2117,2019-02-28,20:00:00,3
2118,2019-02-28,20:15:00,9
2119,2019-02-28,20:30:00,1
2120,2019-02-28,20:45:00,2
2121,2019-03-01,06:30:00,2
2122,2019-03-01,07:00:00,10
2123,2019-03-01,07:15:00,17
2124,2019-03-01,07:30:00,11
2125,2019-03-01,07:45:00,18
2126,2019-03-01,08:00:00,30
2127,2019-03-01,08:15:00,29
2128,2019-03-01,08:30:00,27
2129,2019-03-01,08:45:00,23
2130,2019-03-01,09:00:00,46
2131,2019-03-01,09:15:00,74
2132,2019-03-01,09:30:00,44
2133,2019-03-01,09:45:00,44
2134,2019-03-01,10:00:00,54
2135,2019-03-01,10:15:00,65
2136,2019-03-01,10:30:00,66
2137,2019-03-01,10:45:00,38
2138,2019-03-01,11:00:00,58
2139,2019-03-01,11:15:00,88
2140,2019-03-01,11:30:00,70
2141,2019-03-01,11:45:00,50
2142,2019-03-01,12:00:00,57
2143,2019-03-01,12:15:00,85
2144,2019-03-01,12:30:00,99
2145,2019-03-01,12:45:00,55
2146,2019-03-01,13:00:00,63
2147,2019-03-01,13:15:00,71
2148,2019-03-01,13:30:00,63
2149,2019-03-01,13:45:00,40
2150,2019-03-01,14:00:00,54
2151,2019-03-01,14:15:00,64
2152,2019-03-01,14:30:00,46
2153,2019-03-01,14:45:00,38
2154,2019-03-01,15:00:00,33
2155,2019-03-01,15:15:00,37
2156,2019-03-01,15:30:00,43
2157,2019-03-01,15:45:00,23
2158,2019-03-01,16:00:00,18
2159,2019-03-01,16:15:00,32
2160,2019-03-01,16:30:00,29
2161,2019-03-01,16:45:00,21
2162,2019-03-01,17:00:00,16
2163,2019-03-01,17:15:00,13
2164,2019-03-01,17:30:00,15
2165,2019-03-01,17:45:00,14
2166,2019-03-01,18:00:00,12
2167,2019-03-01,18:15:00,7
2168,2019-03-01,18:30:00,11
2169,2019-03-01,18:45:00,7
2170,2019-03-01,19:00:00,10
2171,2019-03-01,19:15:00,3
2172,2019-03-01,19:30:00,4
2173,2019-03-01,19:45:00,2
2174,2019-03-01,20:00:00,2
2175,2019-03-01,20:15:00,4
2176,2019-03-02,08:00:00,3
2177,2019-03-02,08:15:00,2
2178,2019-03-02,08:30:00,5
2179,2019-03-02,08:45:00,1
2180,2019-03-02,09:00:00,3
2181,2019-03-02,09:15:00,1
2182,2019-03-02,09:30:00,4
2183,2019-03-02,09:45:00,4
2184,2019-03-02,10:00:00,2
2185,2019-03-02,10:15:00,4
2186,2019-03-02,10:30:00,2
2187,2019-03-02,10:45:00,5
2188,2019-03-02,11:00:00,5
2189,2019-03-02,11:15:00,14
2190,2019-03-02,11:30:00,7
2191,2019-03-02,11:45:00,16
2192,2019-03-02,12:00:00,21
2193,2019-03-02,12:15:00,18
2194,2019-03-02,12:30:00,15
2195,2019-03-02,12:45:00,7
2196,2019-03-02,13:00:00,17
2197,2019-03-02,13:15:00,14
2198,2019-03-02,13:30:00,6
2199,2019-03-02,13:45:00,5
2200,2019-03-02,14:00:00,11
2201,2019-03-02,14:15:00,8
2202,2019-03-02,14:30:00,7
2203,2019-03-02,14:45:00,23
2204,2019-03-02,15:00:00,17
2205,2019-03-02,15:15:00,14
2206,2019-03-02,15:30:00,14
2207,2019-03-02,15:45:00,5
2208,2019-03-02,16:00:00,6
2209,2019-03-02,16:15:00,7
2210,2019-03-02,16:30:00,9
2211,2019-03-02,16:45:00,11
2212,2019-03-02,17:00:00,6
2213,2019-03-02,17:15:00,4
2214,2019-03-02,17:30:00,6
2215,2019-03-02,17:45:00,1
2216,2019-03-02,18:00:00,4
2217,2019-03-02,18:15:00,5
2218,2019-03-02,18:30:00,6
2219,2019-03-02,18:45:00,5
2220,2019-03-02,19:00:00,1
2221,2019-03-02,19:15:00,4
2222,2019-03-02,19:45:00,2
2223,2019-03-02,20:00:00,4
2224,2019-03-02,20:15:00,3
2225,2019-03-02,20:30:00,1
2226,2019-03-02,20:45:00,2
2227,2019-03-04,06:45:00,3
2228,2019-03-04,07:00:00,8
2229,2019-03-04,07:15:00,8
2230,2019-03-04,07:30:00,24
2231,2019-03-04,07:45:00,22
2232,2019-03-04,08:00:00,25
2233,2019-03-04,08:15:00,22
2234,2019-03-04,08:30:00,22
2235,2019-03-04,08:45:00,18
2236,2019-03-04,09:00:00,30
2237,2019-03-04,09:15:00,52
2238,2019-03-04,09:30:00,67
2239,2019-03-04,09:45:00,40
2240,2019-03-04,10:00:00,53
2241,2019-03-04,10:15:00,78
2242,2019-03-04,10:30:00,66
2243,2019-03-04,10:45:00,43
2244,2019-03-04,11:00:00,59
2245,2019-03-04,11:15:00,67
2246,2019-03-04,11:30:00,86
2247,2019-03-04,11:45:00,50
2248,2019-03-04,12:00:00,66
2249,2019-03-04,12:15:00,94
2250,2019-03-04,12:30:00,99
2251,2019-03-04,12:45:00,68
2252,2019-03-04,13:00:00,65
2253,2019-03-04,13:15:00,73
2254,2019-03-04,13:30:00,74
2255,2019-03-04,13:45:00,64
2256,2019-03-04,14:00:00,69
2257,2019-03-04,14:15:00,57
2258,2019-03-04,14:30:00,68
2259,2019-03-04,14:45:00,50
2260,2019-03-04,15:00:00,57
2261,2019-03-04,15:15:00,68
2262,2019-03-04,15:30:00,62
2263,2019-03-04,15:45:00,45
2264,2019-03-04,16:00:00,45
2265,2019-03-04,16:15:00,56
2266,2019-03-04,16:30:00,38
2267,2019-03-04,16:45:00,29
2268,2019-03-04,17:00:00,29
2269,2019-03-04,17:15:00,30
2270,2019-03-04,17:30:00,34
2271,2019-03-04,17:45:00,31
2272,2019-03-04,18:00:00,20
2273,2019-03-04,18:15:00,26
2274,2019-03-04,18:30:00,18
2275,2019-03-04,18:45:00,12
2276,2019-03-04,19:00:00,9
2277,2019-03-04,19:15:00,11
2278,2019-03-04,19:30:00,10
2279,2019-03-04,19:45:00,6
2280,2019-03-04,20:00:00,4
2281,2019-03-04,20:30:00,2
2282,2019-03-04,20:45:00,6
2283,2019-03-05,06:45:00,1
2284,2019-03-05,07:00:00,7
2285,2019-03-05,07:15:00,12
2286,2019-03-05,07:30:00,14
2287,2019-03-05,07:45:00,17
2288,2019-03-05,08:00:00,28
2289,2019-03-05,08:15:00,20
2290,2019-03-05,08:30:00,19
2291,2019-03-05,08:45:00,16
2292,2019-03-05,09:00:00,38
2293,2019-03-05,09:15:00,49
2294,2019-03-05,09:30:00,63
2295,2019-03-05,09:45:00,43
2296,2019-03-05,10:00:00,65
2297,2019-03-05,10:15:00,80
2298,2019-03-05,10:30:00,54
2299,2019-03-05,10:45:00,48
2300,2019-03-05,11:00:00,56
2301,2019-03-05,11:15:00,64
2302,2019-03-05,11:30:00,95
2303,2019-03-05,11:45:00,80
2304,2019-03-05,12:00:00,58
2305,2019-03-05,12:15:00,75
2306,2019-03-05,12:30:00,102
2307,2019-03-05,12:45:00,84
2308,2019-03-05,13:00:00,83
2309,2019-03-05,13:15:00,88
2310,2019-03-05,13:30:00,72
2311,2019-03-05,13:45:00,50
2312,2019-03-05,14:00:00,59
2313,2019-03-05,14:15:00,80
2314,2019-03-05,14:30:00,73
2315,2019-03-05,14:45:00,51
2316,2019-03-05,15:00:00,59
2317,2019-03-05,15:15:00,81
2318,2019-03-05,15:30:00,58
2319,2019-03-05,15:45:00,45
2320,2019-03-05,16:00:00,51
2321,2019-03-05,16:15:00,53
2322,2019-03-05,16:30:00,56
2323,2019-03-05,16:45:00,38
2324,2019-03-05,17:00:00,31
2325,2019-03-05,17:15:00,39
2326,2019-03-05,17:30:00,39
2327,2019-03-05,17:45:00,25
2328,2019-03-05,18:00:00,27
2329,2019-03-05,18:15:00,14
2330,2019-03-05,18:30:00,12
2331,2019-03-05,18:45:00,14
2332,2019-03-05,19:00:00,13
2333,2019-03-05,19:15:00,10
2334,2019-03-05,19:30:00,9
2335,2019-03-05,19:45:00,3
2336,2019-03-05,20:00:00,6
2337,2019-03-05,20:15:00,6
2338,2019-03-05,20:30:00,2
2339,2019-03-05,20:45:00,1
2340,2019-03-06,07:00:00,9
2341,2019-03-06,07:15:00,11
2342,2019-03-06,07:30:00,19
2343,2019-03-06,07:45:00,17
2344,2019-03-06,08:00:00,23
2345,2019-03-06,08:15:00,29
2346,2019-03-06,08:30:00,25
2347,2019-03-06,08:45:00,20
2348,2019-03-06,09:00:00,27
2349,2019-03-06,09:15:00,69
2350,2019-03-06,09:30:00,71
2351,2019-03-06,09:45:00,39
2352,2019-03-06,10:00:00,43
2353,2019-03-06,10:15:00,85
2354,2019-03-06,10:30:00,85
2355,2019-03-06,10:45:00,50
2356,2019-03-06,11:00:00,44
2357,2019-03-06,11:15:00,90
2358,2019-03-06,11:30:00,79
2359,2019-03-06,11:45:00,51
2360,2019-03-06,12:00:00,84
2361,2019-03-06,12:15:00,129
2362,2019-03-06,12:30:00,98
2363,2019-03-06,12:45:00,72
2364,2019-03-06,13:00:00,77
2365,2019-03-06,13:15:00,87
2366,2019-03-06,13:30:00,84
2367,2019-03-06,13:45:00,56
2368,2019-03-06,14:00:00,67
2369,2019-03-06,14:15:00,86
2370,2019-03-06,14:30:00,65
2371,2019-03-06,14:45:00,58
2372,2019-03-06,15:00:00,60
2373,2019-03-06,15:15:00,73
2374,2019-03-06,15:30:00,59
2375,2019-03-06,15:45:00,28
2376,2019-03-06,16:00:00,43
2377,2019-03-06,16:15:00,55
2378,2019-03-06,16:30:00,56
2379,2019-03-06,16:45:00,41
2380,2019-03-06,17:00:00,32
